DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,23,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,01,181.85,54,0,0,NaN,15,51,51,100,27.21,100,74,74,4.05,3,74,86.62,20.52,1.61,0.63,0.87,0.21,100,100,54,74,1695.01,1689.69
09/27/2025,23,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,01,0.47,8,0,0,NaN,2,0,0,NaN,0.29,NaN,0,0,NaN,0,0,16.35,7.02,0.05,0.01,0.06,0.82,100,100,8,0,4.37,4.33
09/27/2025,23,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,01,21.78,19,0,0,NaN,6,17,17,100,2.53,94.44,17,18,20,3,15,55.74,12.02,0.25,0.11,5.22,0.93,100,100,19,18,202.98,202.38
09/27/2025,23,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,01,1.7,1,0,0,NaN,1,5,5,100,0.55,100,4,4,0,0,4,41.27,22,0.03,0.01,0.28,0,100,100,1,4,15.84,15.78
09/27/2025,23,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,01,27.79,8,0,0,NaN,7,518,518,100,3.86,100,631,631,0.16,1,631,54.01,17.76,0.31,0.18,1.74,0.02,100,100,8,631,259.04,258.25
09/27/2025,23,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,01,5.97,0,0,0,NaN,1,6,6,100,1.27,100,3,3,0,0,3,9.13,16.82,0.09,0.19,7.85,0.04,100,100,0,3,55.61,55.42
09/27/2025,23,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,01,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,01,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,01,49.95,11,2,2,100,6,219,219,100,7.91,100,573,573,0.88,5,568,44.47,4.17,0.45,0.26,15.57,0.03,100,100,11,573,465.59,464.19
09/27/2025,23,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,01,80.36,17,2,2,100,9,366,366,100,12.34,100,782,782,0.26,2,780,42.63,3.84,0.76,0.44,15.09,0.03,100,100,17,782,749.03,746.64
Total,*,*,*,*,*,*,*,*,*,*,369.87,118,4,4,100,15,1182,1182,100,55.96,99.95,2084,2085,0.67,14,2075,55.07,8.11,0.36,0.18,6.57,0.17,100,1000.0,118.0,2085.0,3447.4700000000003,3436.6800000000003
