DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,09,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,154.96,58,0,0,NaN,19,30,30,100,23,100,105,105,0,0,105,86.32,19.01,1.41,0.51,0.37,0.37,100,100,58,105,1444.3,1439.76
09/27/2025,09,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,5.38,12,0,0,NaN,3,0,0,NaN,0.91,NaN,0,0,NaN,0,0,72.07,11.57,0.09,0.02,0.02,0.54,100,100,12,0,50.18,50.01
09/27/2025,09,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,354.02,18,2,2,100,14,21,21,100,15.67,85.71,42,49,28.95,11,38,145.3,17.71,0.98,0.7,1.81,0.41,100,100,18,49,3299.75,3290.98
09/27/2025,09,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,42.01,4,3,2,66.67,4,8,8,100,1.28,88.89,24,27,36.36,8,22,10.77,13.74,0.04,0.02,15.82,0.25,100,100,4,27,391.54,390.51
09/27/2025,09,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,122.28,11,1,1,100,7,506,506,100,18.04,100,684,684,0.7,5,710,87.35,22.95,0.93,0.41,1.65,0.03,100,100,11,684,1139.69,1136.22
09/27/2025,09,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,49.47,8,27,27,100,7,389,389,100,10.88,100,499,499,0.21,1,472,8.47,18.82,0.69,1.71,5.26,0.09,100,100,8,499,461.14,459.53
09/27/2025,09,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,0,1,0,0,NaN,1,1,1,100,0,100,2,2,0,0,2,4.71,0.62,0,0,0,0,100,100,1,2,0.01,0.01
09/27/2025,09,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,0.5,0,0,0,NaN,1,0,0,NaN,0.46,100,15,15,0,0,15,20.05,5.32,0.02,0.01,9.46,0.19,100,100,0,15,4.62,4.6
09/27/2025,09,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,368.97,12,22,22,100,7,273,273,100,19.95,99.86,690,691,0.59,4,679,136.71,4.9,0.97,0.63,8.62,0.07,100,100,12,691,3439.1,3430
09/27/2025,09,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,115.17,26,21,21,100,14,646,646,100,19.12,100,1176,1176,0.43,5,1161,49.8,4.03,1.13,0.54,7.79,0.09,100,100,26,1176,1073.48,1070.07
Total,*,*,*,*,*,*,*,*,*,1212.77,150,76,75,98.68,19,1874,1874,100,109.32,99.66,3237,3248,1.06,34,3204,70.18,8.63,0.63,0.46,4.45,0.19,100,1000.0,150.0,3248.0,11303.81,11271.69
