DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.01,21.23,388392.55,52848.23,463,63,63511,9206,2.04,720,8,0,1468.11,0,9255,99.75,9255,9232,87
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.01,7.42,303667.61,104857.6,362,125,102999,15955,3.36,720,11.12,1,2417.75,0,4843,99.77,4843,4832,57
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0.01,0.33,577975.09,46137.34,689,55,20498,3993,0,720,0,0,0,0,1351,99.7,1351,1347,14
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.03,1118.88,2006555.03,214748.36,2392,256,5677838,500012,29.3,3600,66.38,0,105469.63,0,439344,99.92,439329,438995,3305
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.02,1061.27,2488061.13,249141.66,2966,297,4778775,427874,21.54,2160,50.38,0,46520.74,0.01,374289,99.92,374276,373979,2612
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0.01,20.6,305345.33,39426.46,364,47,33026,5053,0.07,1440,2.25,0,98.74,0,3831,99.92,3831,3828,12
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.01,0.43,60397.98,14260.63,72,17,1805,149,0,0,0,0,0,0,318,100,318,318,3
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0700012,0,13.38,637534.21,109051.9,760,130,61246,14332,0,0,0,0,0,0,8365,99.98,8365,8363,14
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0,16.25,1318689.18,384198.25,1572,458,196388,7556,0,0,0,0,0,0,2628,99.92,2628,2626,21
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.03,1576.01,1917635.79,235719.88,2286,281,5148128,482098,0,0,0,0,0,0.01,399274,99.86,399251,398730,3945
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0,0.68,464728.88,10905.19,554,13,6415,294,0,0,0,0,0,0,296,100,296,296,0
09/27/2025,17,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0.01,0,7549.75,10066.33,9,12,85,43,0,0,0,0,0,0,54,100,54,54,0
Total,*,*,*,*,*,*,*,0.01,3836.48,2488061.13,384198.25,2966,458,16090714,1466565,9.38,9360,66.38,0,155974.97,0,1243848,99.9,1243797,1242600,10070
