Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CIC-00,2025-09-27T02:00:00-04:00,3600,3.44,3.95,3.07,2.44,2.45,2.42,36.92,37.2,36.66,26585.04,1755.16,2472.74,,0.59,1.01
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CMC-00,2025-09-27T02:00:00-04:00,3600,1.29,2.96,1.07,1.28,1.28,1.28,11.31,11.35,11.29,4070.21,461.42,463.01,,1.58,2.46
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CMC-01,2025-09-27T02:00:00-04:00,3600,2.06,7.06,1.15,1.29,1.29,1.29,11.94,11.99,11.92,4299.31,464.29,741.65,,4.7,6.59
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CPC-00,2025-09-27T02:00:00-04:00,3600,0.72,1.15,0.57,9.92,9.93,9.9,77.28,78.05,76.5,55638.02,7140.51,515.4,,2.9,2.5
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CPC-02,2025-09-27T02:00:00-04:00,3600,0.77,1.09,0.55,9.87,9.87,9.85,77.26,78.09,76.43,55625.6,7100.86,555.02,,2.66,2.41
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T02:00:00-04:00,3600,6.99,7.34,6.48,2.46,2.47,2.46,40.94,40.97,40.92,14739.99,886.27,2517.95,,1.29,1.77
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T02:00:00-04:00,3600,3.17,7.39,2.31,0.66,0.67,0.66,7.2,7.23,7.17,2591.77,237.95,1139.96,,12.77,23.32
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T02:00:00-04:00,3600,0.84,1.37,0.71,12.88,12.88,12.87,85.03,85.05,85.02,30612.33,4635.33,302.44,,25.59,21.17
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T02:00:00-04:00,3600,7.23,8.99,6.79,2.47,2.47,2.46,41.38,41.43,41.35,14895.72,888.2,2602.4,,2.39,2.57
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T02:00:00-04:00,3600,3.77,10.34,3.16,0.72,0.73,0.72,7.92,7.95,7.89,2849.92,259.14,1358.26,,25.81,32.76
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T02:00:00-04:00,3600,1.23,1.94,0.94,12.87,12.88,12.87,85.27,85.32,85.24,30694.54,4633.11,443.69,,32.57,41.17
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T02:00:00-04:00,3600,6.17,6.76,5.92,2.33,2.33,2.32,40.3,40.34,40.28,14511.26,837.68,2220.76,,0.3,0.28
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T02:00:00-04:00,3600,1.17,3.12,0.95,0.46,0.46,0.46,6.32,6.33,6.31,2274.97,165.19,419.45,,2.54,2.5
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T02:00:00-04:00,3600,0.78,1.22,0.54,12.81,12.82,12.81,83.94,83.96,83.92,30217.95,4612.48,281.59,,0.35,0.59
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T02:00:00-04:00,3600,8.24,25.98,2.87,2.44,2.47,2.43,37.53,38.41,36.66,27025.23,1762.57,5930.69,,111.78,118.82
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T02:00:00-04:00,3600,6.23,18.9,1.16,1.65,2.03,1.29,15.8,20.37,11.42,11373.53,1185.14,4486.15,,140.6,189.62
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T02:00:00-04:00,3600,4.25,14.1,0.49,9.92,9.94,9.9,78.08,79.76,76.41,56220.89,7141.45,3063.66,,65.38,1605.13
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T02:00:00-04:00,3600,7.7,12.8,6.42,9.93,9.93,9.92,79.68,79.7,79.66,28684.31,3573.4,2773,,63.57,3133.37
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T02:00:00-04:00,3600,0.64,0.74,0.54,9.86,9.86,9.85,76.4,76.46,76.37,27504.94,3548.47,228.71,,0.27,0.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T02:00:00-04:00,3600,6.88,8.36,6.41,2.47,2.47,2.46,38.61,38.63,38.59,13899.08,888.1,2477.32,,26.57,33.11
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T02:00:00-04:00,3600,3.86,4.45,3.17,2.43,2.43,2.42,36.65,36.68,36.61,13192.39,874.64,1389.45,,0.83,0.6
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T02:00:00-04:00,3600,4.85,15.87,1.04,1.55,1.81,1.31,14.16,17.14,11.32,10192.78,1117.17,3489.71,,57.6,64.5
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T02:00:00-04:00,3600,4.59,6.13,3.36,9.92,9.93,9.92,79.61,79.63,79.59,28660.13,3572.13,1653.71,,26.9,521.05
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-01,2025-09-27T02:00:00-04:00,3600,0.64,1.1,0.55,9.9,9.91,9.9,76.41,76.43,76.4,27508.69,3565.23,230.07,,0.52,0.56
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T02:00:00-04:00,3600,4.03,5.71,3.14,9.92,9.93,9.92,79.56,79.57,79.54,28640.6,3572.53,1451.54,,34.02,488.25
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T02:00:00-04:00,3600,0.6,0.95,0.48,9.91,9.92,9.91,76.5,76.51,76.47,27537.6,3568.6,216.04,,0.21,0.22
